Ubicación;Latitud;Longitud;Familia;Genero-ESPECIE
Latacunga, Ecuador;-0,755254457;-78,66522808;Apidae;Bombus funebris
Latacunga, Cotopaxi, Ecuador;-0,755254457;-78,66522808;Apidae;Bombus funebris
Latacunga, Ecuador;-0,755222272;-78,66522003;Apidae;Bombus robustus
Latacunga, Cotopaxi, Ecuador;-0,755222272;-78,66522003;Apidae;Bombus funebris
QGC9+6V3, Quito 170145, Ecuador;-0,2306296;-78,4796564;Apidae;Apis mellifera
Loja, EC-LJ, EC;-4,046205;-79,17614333;Apidae;Bombus rubicundus
Papallacta, Ecuador;-0,336388889;-78,14861111;Apidae;Bombus funebris
Latacunga, Ecuador;-0,754295638;-78,66473184;Apidae;Apis mellifera
El Carmen, Quito, Ecuador;-0,123576667;-78,458825;Apidae;Apis mellifera
Latacunga, Cotopaxi, Ecuador;-0,754659993;-78,6648536;Apidae;Bombus robustus
Latacunga, Ecuador;-0,754659993;-78,6648536;Apidae;Apis mellifera
E8H, Quito, Pichincha, EC;-0,339971667;-78,53002167;Apidae;Apis mellifera
QGC9+6V3, Quito 170145, Ecuador;-0,2306129;-78,4795981;Apidae;Apis mellifera
Latacunga, Ecuador;-0,754482642;-78,66487055;Apidae;Apis mellifera
Latacunga, Cotopaxi, Ecuador;-0,753607483;-78,66493766;Apidae;Bombus funebris
Latacunga, Cotopaxi, Ecuador;-0,755179968;-78,66522935;Apidae;Bombus funebris
Latacunga, Cotopaxi, Ecuador;-0,755179968;-78,66522935;Apidae;Bombus funebris
Latacunga, Cotopaxi, Ecuador;-0,755179968;-78,66522935;Apidae;Bombus funebris
Latacunga, Cotopaxi, Ecuador;-0,755179968;-78,66522935;Apidae;Apis mellifera
Latacunga, Cotopaxi, Ecuador;-0,755179968;-78,66522935;Apidae;Bombus funebris
Pichincha, EC;-0,380899042;-78,38658774;Apidae;Apis mellifera
AbdÃ³n CalderÃ³n, Tumbaco, Pichincha, EC;-0,20866115;-78,40755959;Apidae;Apis mellifera
Urbanizacion Los Algarrobos de la ViÃ±a, Quito 170184, Ecuador;-0,197600922;-78,4043352;Apidae;Apis mellifera
Latacunga, Ecuador;-0,754158548;-78,66457904;Apidae;Bombus funebris
Latacunga, Cotopaxi, Ecuador;-0,753616012;-78,66493578;Apidae;Apis mellifera
Urbanizacion Los Algarrobos de la ViÃ±a, Quito 170184, Ecuador;-0,197639143;-78,40426145;Apidae;Apis mellifera
Parroquia Providencia, Ecuador;-3,268642972;-79,93197497;Apidae;Eulaema polychroma
Diego de Torres, Quito, Pichincha, EC;-0,245341667;-78,522195;Apidae;Apis mellifera
Pusuqui Chico Bajo, Quito 170120, Ecuador;-0,073490903;-78,47703552;Apidae;Apis mellifera
Latacunga, Cotopaxi, Ecuador;-0,752802722;-78,66581756;Apidae;Apis mellifera
Latacunga, Ecuador;-0,741281028;-78,67296872;Apidae;Apis mellifera
Urbanizacion Los Algarrobos de la ViÃ±a, Quito 170184, Ecuador;-0,197536549;-78,40425476;Apidae;Apis mellifera
Urbanizacion Los Algarrobos de la ViÃ±a, Quito 170184, Ecuador;-0,197554654;-78,40422929;Apidae;Apis mellifera
Parque Nacional Cayambe â€“ Coca, Quijos, Napo, EC;-0,362561667;-78,14910833;Apidae;Bombus robustus
Buijo HistÃ³rico, SamborondÃ³n, Ecuador;-2,079751194;-79,85300692;Apidae;Apis mellifera
Saracay, Ecuador;-3,646416855;-79,86149847;Apidae;Apis mellifera
Isla Seymour Norte, Ecuador;-0,39881193;-90,29169498;Apidae;Xylocopa darwini
Quito, Ecuador;-0,1806532;-78,4678382;Apidae;Apis mellifera
VolcÃ¡n Tungurahua;-1,493601288;-78,45553804;Apidae;Bombus hortulanus
San Jose de Minas, Ecuador;0,172497496;-78,41003418;Apidae;Apis mellifera
Latacunga, Ecuador;-0,753574083;-78,66511793;Apidae;Bombus funebris
Latacunga, Ecuador;-0,75365186;-78,66490871;Apidae;Bombus funebris
3XR3+W36, Cuenca, Ecuador;-2,907804;-79,04750097;Apidae;Apis mellifera
Salvias, Ecuador;-3,562929928;-79,53562573;Apidae;Apis mellifera
Salvias, Ecuador;-3,633095064;-79,54946794;Apidae;Apis mellifera
El Chaco, EC-NA, EC;-0,2918947;-77,7795752;Apidae;Apis mellifera
4X57+6H7 Campus Balzay Universidad de Cuenca, Cuenca, Ecuador;-2,892315102;-79,03613605;Apidae;Apis mellifera
Sucre, Manabi, EC;-0,608072385;-80,43412839;Apidae;Xylocopa frontalis
El Guabo, Ecuador;-3,24638586;-79,83459614;Apidae;Apis mellifera
Lazareto, Manta 130203, Ecuador;-0,954071141;-80,70710025;Apidae;Apis mellifera
Arenillas, Ecuador;-3,494311785;-80,08270699;Apidae;Apis mellifera
Pichincha, Ecuador;-0,972234751;-79,88352657;Apidae;Eulaema cingulata
Mejia, Pichincha, EC;-0,603355;-78,40817167;Apidae;Bombus funebris
Parque Nacional GalÃ¡pagos, Isabela, Provincia de Galapagos, EC;-0,783311667;-91,1101445;Apidae;Xylocopa darwini
Santa Rosa, Ecuador;-3,604954236;-79,8821497;Apidae;Xylocopa frontalis
Parque Nacional GalÃ¡pagos, Rabida, Galapagos, EC;-0,401028333;-90,70635333;Apidae;Xylocopa darwini
Laguna Caricocha, Pedro Moncayo, Pichincha, EC;0,134944654;-78,27530744;Apidae;Bombus funebris
San Miguel de los Bancos, Ecuador;-0,059721495;-78,77179872;Apidae;Eulaema cingulata
Latacunga, Cotopaxi, Ecuador;-0,753708617;-78,66493486;Apidae;Bombus funebris
Latacunga, Cotopaxi, Ecuador;-0,753636203;-78,664959;Apidae;Apis mellifera
Eugenio Espejo (Calpaqui), Ecuador;0,207674972;-78,23760297;Apidae;Bombus hortulanus
Sucumbios, Ecuador;0,557664545;-77,52401546;Apidae;Bombus hortulanus
CiclovÃ­a Puente de la Unidad Nacional - Tramo 1, SamborondÃ³n, Guayas, EC;-2,152391659;-79,8695;Apidae;Apis mellifera
Parque Nacional GalÃ¡pagos, Santa Cruz, Galapagos, EC;-0,532075;-90,48687833;Apidae;Xylocopa darwini
769Q+4HH, Colta, Ecuador;-1,7302848;-78,7608987;Apidae;Bombus funebris
Latacunga, Ecuador;-0,704615402;-78,68503359;Apidae;Bombus rubicundus
Latacunga, Cotopaxi, Ecuador;-0,710519958;-78,68066839;Apidae;Bombus robustus
Latacunga, Cotopaxi, Ecuador;-0,753662387;-78,66492888;Apidae;Apis mellifera
San Roque, Cuenca, Azuay, EC;-2,898996659;-79,01219167;Apidae;Xylocopa viridigastra
Salcedo, Provincia de Cotopaxi, EC;-1,0552927;-78,6104774;Apidae;Bombus funebris
7VQQ+G6Q, Ibarra, Ecuador;0,28866;-78,113504;Apidae;Bombus hortulanus
El Oro (PJ. 29NE), Machala, El Oro, EC;-3,259830195;-79,93029149;Apidae;Apis mellifera
Sozoranga, Ecuador;-4,352001952;-79,74871114;Apidae;Xylocopa frontalis
JardÃ­n BotÃ¡nico La Liria;-1,226234134;-78,62070244;Apidae;Apis mellifera
Quito, Ecuador;-0,186723662;-78,48557409;Apidae;Apis mellifera
Quito, Ecuador;-0,186506069;-78,48560158;Apidae;Bombus robustus
Q9FH+GP3, Ambato 180101, Ecuador;-1,226238;-78,6207023;Apidae;Apis mellifera
La Merced, Ecuador;-0,2966392;-78,3987275;Apidae;Apis mellifera
GarcÃ­a Moreno, Ecuador;0,24013177;-78,75614461;Apidae;Bombus hortulanus
MFQW+56J, Patate, Ecuador;-1,312157722;-78,50364313;Apidae;Apis mellifera
Black Turtle Cove, Ecuador;-0,502544893;-90,3291158;Apidae;Xylocopa darwini
Parroquia Providencia, Ecuador;-3,274253937;-79,93558039;Apidae;Apis mellifera
Latacunga, Cotopaxi, Ecuador;-0,75389945;-78,66504321;Apidae;Bombus funebris
Metropolitan District of Quito, Ecuador;0,178132158;-78,93154715;Apidae;Eulaema leucopyga
LocalizaciÃ³n: -0.464835 -78.597133;-0,464835134;-78,59713286;Apidae;Apis mellifera
Parque Nacional GalÃ¡pagos, San Cristobal, Galapagos, EC;-0,893038333;-89,48288;Apidae;Xylocopa darwini
Yanacocha Biological Reserve;-0,111735057;-78,58485606;Apidae;Bombus rubicundus
Guayaquil, Ecuador;-2,224172625;-80,0966835;Apidae;Apis mellifera
El Junco;-0,895190398;-89,47982948;Apidae;Xylocopa darwini
Jose MarÃ­a Anrango, Quito, Pichincha, EC;-0,30678;-78,483025;Apidae;Anthophora pilifrons
Parque Nacional GalÃ¡pagos, San Cristobal, Galapagos, EC;-0,897613333;-89,60836667;Apidae;Xylocopa darwini
Jose MarÃ­a Anrango, Quito, Pichincha, EC;-0,30678833;-78,48300333;Apidae;Xylocopa viridigastra
Jose MarÃ­a Anrango, Quito, Pichincha, EC;-0,30675333;-78,48303833;Apidae;Bombus robustus
Jose MarÃ­a Anrango, Quito, Pichincha, EC;-0,30679667;-78,48300833;Apidae;Anthophora pilifrons
San CristÃ³bal, EC-GA, EC;-0,89516482;-89,45256641;Apidae;Xylocopa darwini
San CristÃ³bal, EC-GA, EC;-0,895166211;-89,45257522;Apidae;Xylocopa darwini
Metropolitan District of Quito, Ecuador;0,176183162;-78,93089547;Apidae;Exaerete frontalis
San CristÃ³bal, EC-GA, EC;-0,895115593;-89,45258444;Apidae;Xylocopa darwini
Via a Quichinche, Otavalo, Imbabura, EC;0,237261667;-78,27883;Apidae;Anthophora pilifrons
Puerto Libre, Ecuador;0,182544;-77,5160788;Apidae;Bombus transversalis
El Cambio, Ecuador;-3,285759662;-79,91008759;Apidae;Apis mellifera
WGPX+RP5, Quito 170205, Ecuador;-0,063611111;-78,45055556;Apidae;Apis mellifera
San Jacinto de Yaguachi, Ecuador;-2,102202674;-79,71268318;Apidae;Apis mellifera
Macara, Ecuador;-4,37196376;-79,90027845;Apidae;Eulaema cingulata
Parque Nacional GalÃ¡pagos, San Cristobal, Galapagos, EC;-0,912893704;-89,53464911;Apidae;Xylocopa darwini
Barrio El EdÃ©n, Puerto Ayora, Ecuador;-0,743444445;-90,31516945;Apidae;Xylocopa darwini
Planada, Quito 170145, Ecuador;-0,230705643;-78,49110862;Apidae;Apis mellifera
Quito, EC-PI, EC;-0,087434;-78,447786;Apidae;Apis mellifera
MGR2+828, Patate, Ecuador;-1,309355972;-78,499842;Apidae;Apis mellifera
Latacunga, Ecuador;-0,749065075;-78,66670553;Apidae;Bombus funebris
Latacunga, Cotopaxi, Ecuador;-0,754460828;-78,66482356;Apidae;Bombus funebris
Papallacta, Ecuador;-0,378372032;-78,1389747;Apidae;Bombus funebris
Papallacta, Ecuador;-0,377550832;-78,15750933;Apidae;Bombus funebris
Papallacta, Ecuador;-0,376961097;-78,15880259;Apidae;Bombus funebris
Parque Nacional GalÃ¡pagos, San Cristobal, Galapagos, EC;-0,905413055;-89,61253739;Apidae;Xylocopa darwini
Tena, Ecuador;-1,069971014;-77,61195334;Apidae;Tetragona goettei
Parque Nacional GalÃ¡pagos, San Cristobal, Galapagos, EC;-0,897613333;-89,60836167;Apidae;Xylocopa darwini
Las Riveras, SamborondÃ³n 092301, Ecuador;-2,145118551;-79,85679798;Apidae;Apis mellifera
Las Riveras, SamborondÃ³n 092301, Ecuador;-2,145372631;-79,85677024;Apidae;Apis mellifera
Chibunga, Ecuador;-0,027731358;-79,61126469;Apidae;Apis mellifera
Latacunga, Cotopaxi, Ecuador;-0,749058387;-78,66671074;Apidae;Bombus funebris
Orellana, EC-OR, EC;-0,521763611;-76,92555278;Apidae;Scaura longula
San CristÃ³bal, EC-GA, EC;-0,892856416;-89,4836307;Apidae;Xylocopa darwini
Alaques (Alaquez), Ecuador;-0,862324714;-78,59158325;Apidae;Apis mellifera
Latacunga, Ecuador;-0,695817611;-78,50817287;Apidae;Bombus funebris
Latacunga, Ecuador;-0,753708237;-78,66490146;Apidae;Bombus funebris
San Juan de Muyuna, Ecuador;-0,956694444;-77,86090833;Apidae;Apis mellifera
Parque de Pisulli;-0,089249;-78,518439;Apidae;Apis mellifera
Laguna El Junco;-0,895190398;-89,47982948;Apidae;Xylocopa darwini
24VQ+WF2 Jatun purik rumi, Ecuador;-0,9544516;-77,8611083;Apidae;Xylocopa similis
Puerto Baquerizo Moreno, Ecuador;-0,893069248;-89,61102983;Apidae;Xylocopa darwini
Mindo, Ecuador;-0,056966383;-78,77237433;Apidae;Trigona ferricauda
Ibarra, Ecuador;0,333028;-78,135913;Apidae;Apis mellifera
Los Dos Puentes, Quito 170141, Ecuador;-0,2625833;-78,5213776;Apidae;Apis mellifera
Punta Blanca, Ecuador;-2,157534209;-80,78892935;Apidae;Apis mellifera
170902, Ecuador;-0,206591972;-78,42026519;Apidae;Apis mellifera
Pedro Moncayo, Pichincha, EC;0,035206855;-78,21945569;Apidae;Bombus hortulanus
Ferroviaria Alta Colinas Sur, Quito 170141, Ecuador;-0,2607792;-78,5099982;Apidae;Apis mellifera
Santo Domingo, Ecuador;-0,2363155;-79,1599291;Apidae;Apis mellifera
San Jose de Ayora, Ecuador;0,095312253;-78,1495047;Apidae;Apis mellifera
Latacunga, Ecuador;-0,933436008;-78,61382724;Apidae;Apis mellifera
Latacunga, Ecuador;-0,933696655;-78,61505276;Apidae;Apis mellifera
Latacunga, Ecuador;-0,933696655;-78,61505276;Apidae;Apis mellifera
Latacunga, Ecuador;-0,936123319;-78,61669435;Apidae;Apis mellifera
Latacunga, Ecuador;-0,936123319;-78,61669435;Apidae;Apis mellifera
Latacunga, Ecuador;-0,937970652;-78,6071417;Apidae;Apis mellifera
8JG3+732, Orellana, Ecuador;-0,6743578;-76,3973597;Apidae;Xylocopa frontalis
Tumbaco, Ecuador;-0,208205346;-78,3740123;Apidae;Apis mellifera
Fundeporte, Quito, Ecuador;-0,283022222;-78,55423611;Apidae;Apis mellifera
Carapungo, Quito, Ecuador;-0,0940492;-78,4510101;Apidae;Apis mellifera
Guangaje, Ecuador;-0,910670972;-78,85533597;Apidae;Bombus funebris
Tena, Ecuador;-0,993716667;-77,81585833;Apidae;Xylocopa frontalis
Latacunga, Cotopaxi, Ecuador;-0,753843677;-78,66511068;Apidae;Apis mellifera
Sexta, SamborondÃ³n, Guayas, EC;-2,149220069;-79,86823082;Apidae;Apis mellifera
Latacunga, Cotopaxi, Ecuador;-0,754096028;-78,66476356;Apidae;Bombus funebris
La Vicentina, Quito, Ecuador;-0,219975258;-78,48965024;Apidae;Apis mellifera
La Vicentina, Quito, Ecuador;-0,219985987;-78,48965721;Apidae;Apis mellifera
La Vicentina, Quito, Ecuador;-0,219979281;-78,48965131;Apidae;Apis mellifera
Distrito Metropolitano de Quito, Ecuador;0,069444722;-78,39649972;Apidae;Apis mellifera
La Vicentina, Quito, Ecuador;-0,219708672;-78,48919374;Apidae;Apis mellifera
La Vicentina, Quito, Ecuador;-0,219716048;-78,4891903;Apidae;Apis mellifera
La Vicentina, Quito, Ecuador;-0,219715377;-78,48919298;Apidae;Apis mellifera
La Vicentina, Quito, Ecuador;-0,2197046;-78,48916978;Apidae;Apis mellifera
PF63+6JQ, Quito 170146, Ecuador;-0,289431921;-78,54657289;Apidae;Apis mellifera
Tumbaco, Ecuador;-0,212150406;-78,38921867;Apidae;Apis mellifera
LotizaciÃ³n La Armenia, Quito 170801, Ecuador;-0,275030556;-78,46188333;Apidae;Apis mellifera
Pedro Moncayo, Ecuador;0,000324961;-78,4017594;Apidae;Apis mellifera
VÃ­a La Costa, Ecuador;-2,183445599;-80,01628496;Apidae;Centris vittata
C5QR+6FC, Puerto LÃ³pez, Ecuador;-1,561744391;-80,80874059;Apidae;Apis mellifera
Termas Papallacta Hotel Spa;-0,358761552;-78,14970452;Apidae;Bombus funebris
BaÃ±os, Tumbaco, Pichincha, EC;-0,195439756;-78,39980648;Apidae;Apis mellifera
Q9CG+89V, Ambato 180104, Ecuador;-1,229134;-78,6240918;Apidae;Apis mellifera
Belo Horizonte Parque La Alameda;-2,187784601;-79,97921381;Apidae;Apis mellifera
Llanganates, BaÃ±os, Tungurahua, EC;-1,39947;-78,30155333;Apidae;Centris festiva
Quijos, Ecuador;-0,361813069;-78,14996755;Apidae;Bombus rubicundus
Urbanizacion Los Algarrobos de la ViÃ±a, Quito 170184, Ecuador;-0,19772;-78,40444944;Apidae;Apis mellifera
Parque Nacional GalÃ¡pagos, San Cristobal, Galapagos, EC;-0,89437;-89,47898833;Apidae;Xylocopa darwini
Casa del Suizo Ecuador;-1,060795;-77,546565;Apidae;Xylocopa frontalis
Flamingo Estuary, Isabela, Galapagos, EC;-0,955445;-90,97136667;Apidae;Xylocopa darwini
Mera, Pastaza, EC;-1,401302125;-78,06686341;Apidae;Apis mellifera
Urbanizacion Los Algarrobos de la ViÃ±a, Quito 170184, Ecuador;-0,197753;-78,40392303;Apidae;Apis mellifera
QJGC+MHX, Quito 170184, Ecuador;-0,223646972;-78,37882231;Apidae;Bombus funebris
Metropolitan District of Quito, Ecuador;0,025938854;-78,48350697;Apidae;Thygater aethiops
Urbanizacion Los Algarrobos de la ViÃ±a, Quito 170184, Ecuador;-0,197979782;-78,40386985;Apidae;Apis mellifera
Urbanizacion Los Algarrobos de la ViÃ±a, Quito 170184, Ecuador;-0,197923456;-78,40388863;Apidae;Apis mellifera
Urbanizacion Los Algarrobos de la ViÃ±a, Quito 170184, Ecuador;-0,197923456;-78,40388863;Apidae;Apis mellifera
Urbanizacion Los Algarrobos de la ViÃ±a, Quito 170184, Ecuador;-0,198088618;-78,40382022;Apidae;Apis mellifera
Urbanizacion Los Algarrobos de la ViÃ±a, Quito 170184, Ecuador;-0,198088618;-78,40382022;Apidae;Apis mellifera
Urbanizacion Los Algarrobos de la ViÃ±a, Quito 170184, Ecuador;-0,197528953;-78,40404878;Apidae;Apis mellifera
Urbanizacion Los Algarrobos de la ViÃ±a, Quito 170184, Ecuador;-0,197907743;-78,40385686;Apidae;Apis mellifera
Loma de Guayabillas;0,340018288;-78,10753584;Apidae;Apis mellifera
E-20 Km. 136, La Concordia, Ecuador;-0,0141479;-79,3793757;Apidae;Xylocopa frontalis
Latacunga, Ecuador;-0,753630312;-78,66496446;Apidae;Apis mellifera
Latacunga, Ecuador;-0,7539371;-78,66506642;Apidae;Bombus funebris
E45, Lago Agrio, Sucumbios, EC;0,2321;-76,855675;Apidae;Trigona dallatorreana
Lago Agrio, EC-SU, EC;0,231995341;-76,85587354;Apidae;Trigona dallatorreana
Lazareto, Manta 130203, Ecuador;-0,95408139;-80,70710654;Apidae;Apis mellifera
Lazareto, Manta 130203, Ecuador;-0,95408139;-80,70710654;Apidae;Apis mellifera
Puerto LÃ³pez, Ecuador;-1,554660615;-80,81248026;Apidae;Apis mellifera
Ibarra;0,347146801;-78,13236471;Apidae;Apis mellifera
Carcelen Bajo, Quito 170120, Ecuador;-0,07791446;-78,46945066;Apidae;Apis mellifera
Nayon, Ecuador;-0,187483729;-78,44794035;Apidae;Apis mellifera
Cuyabeno, EC-SU, EC;-0,125419444;-76,44185278;Apidae;Trigona chanchamayoensis
170184, Ecuador;-0,228736803;-78,37169647;Apidae;Apis mellifera
Gral. Farfan, Ecuador;0,208807;-76,84809111;Apidae;Trigona chanchamayoensis
Shushufindi, Ecuador;-0,00827518;-76,65701414;Apidae;Bombus transversalis
Quito, Pichincha, EC;-0,348046667;-78,39119667;Apidae;Bombus funebris
Palenque, Ecuador;-1,46419463;-79,73615371;Apidae;Apis mellifera
JardÃ­n BotÃ¡nico;-0,186136596;-78,48619938;Apidae;Bombus robustus
Latacunga, Cotopaxi, Ecuador;-0,753908127;-78,66481628;Apidae;Bombus funebris
Vilcabamba (Victoria), Ecuador;-4,262974194;-79,23349375;Apidae;Melissoptila pacifica
Latacunga, Cotopaxi, Ecuador;-0,753927003;-78,66501852;Apidae;Bombus funebris
La Victoria, Ibarra, Ecuador;0,342455703;-78,11076287;Apidae;Apis mellifera
GuÃ¡pulo, Quito, Ecuador;-0,203633333;-78,47904722;Apidae;Apis mellifera
Latacunga, Cotopaxi, Ecuador;-0,75368329;-78,66499397;Apidae;Apis mellifera
Vicente Solano, Quito, Pichincha, EC;-0,282855;-78,46156333;Apidae;Apis mellifera
Antonio Ante, Ecuador;0,365802694;-78,16280726;Apidae;Anthophora pilifrons
Quito, EC-PI, EC;-0,31427386;-78,41006957;Apidae;Apis mellifera
Checa, Ecuador;-0,125534322;-78,31819385;Apidae;Apis mellifera
Lazareto, Manta 130203, Ecuador;-0,95408139;-80,70710654;Apidae;Apis mellifera
Latacunga, Cotopaxi, Ecuador;-0,753779638;-78,66498483;Apidae;Apis mellifera
92V9+6Q, Guaranda, Ecuador;-1,60655356;-78,98108358;Apidae;Apis mellifera
Parque ArqueolÃ³gico Rumipamba;-0,180143231;-78,5004627;Apidae;Apis mellifera
Pusuqui Chico Bajo, Quito 170120, Ecuador;-0,073594503;-78,47673035;Apidae;Apis mellifera
El Chical, Ecuador;1,001666667;-78,220725;Apidae;Euglossa flammea
CantÃ³n de Chilla, Ecuador;-3,455430128;-79,61381011;Apidae;Apis mellifera
La Victoria, Ibarra, Ecuador;0,342426869;-78,11078399;Apidae;Apis mellifera
La Merced, Ecuador;-0,28043892;-78,40848941;Apidae;Apis mellifera
de los laureles, Quito, Pichincha, EC;-0,280446667;-78,40860833;Apidae;Apis mellifera
Quito, Pichincha, EC;-0,279938333;-78,408805;Apidae;Bombus hortulanus
La Merced, Ecuador;-0,2807011;-78,4086435;Apidae;Apis mellifera
de los laureles, Quito, Pichincha, EC;-0,280983333;-78,40872167;Apidae;Apis mellifera
Quito, Pichincha, EC;-0,25188;-78,41581667;Apidae;Apis mellifera
SucumbÃ­os, Ecuador;0,203977171;-77,49830473;Apidae;Bombus transversalis
Metropolitan District of Quito, Ecuador;-0,28015235;-78,40964121;Apidae;Apis mellifera
Latacunga, Cotopaxi, Ecuador;-0,74826736;-78,66812021;Apidae;Apis mellifera
Latacunga, Cotopaxi, Ecuador;-0,74826736;-78,66812021;Apidae;Apis mellifera
Latacunga, Cotopaxi, Ecuador;-0,753671398;-78,66500478;Apidae;Apis mellifera
Latacunga, Cotopaxi, Ecuador;-0,751797338;-78,66576527;Apidae;Bombus funebris
Latacunga, Cotopaxi, Ecuador;-0,752151327;-78,66524988;Apidae;Bombus funebris
San CristÃ³bal, Parque Nacional GalÃ¡pagos, EC-GA, EC;-0,714207762;-89,24764448;Apidae;Xylocopa darwini
Otavalo, Ecuador;0,237561;-78,25148697;Apidae;Apis mellifera
La Merced, Ecuador;-0,280427;-78,408466;Apidae;Apis mellifera
Latacunga, Ecuador;-0,748263253;-78,66839285;Apidae;Bombus robustus
Santa Cruz, Ecuador;-0,709901873;-90,28756151;Apidae;Xylocopa darwini
Lumbaqui, Ecuador;0,065600448;-77,33156372;Apidae;Bombus transversalis
Latacunga, Cotopaxi, Ecuador;-0,753102548;-78,66591397;Apidae;Bombus funebris
Latacunga, Cotopaxi, Ecuador;-0,753102548;-78,66591397;Apidae;Bombus funebris
Urbanizacion Los Algarrobos de la ViÃ±a, Quito 170184, Ecuador;-0,197914353;-78,40392888;Apidae;Xylocopa viridigastra
Papallacta, Ecuador;-0,362777778;-78,14861111;Apidae;Bombus robustus
Papallacta, Ecuador;-0,362777778;-78,14861111;Apidae;Bombus funebris
San Miguel, Ecuador;-1,061679944;-78,56845092;Apidae;Apis mellifera
PisulÃ­;-0,095857747;-78,51888377;Apidae;Apis mellifera
Pomasqui, Quito, Ecuador;-0,0110984;-78,4342578;Apidae;Apis mellifera
Quijos, Napo, Ecuador;-0,461960639;-77,89561561;Apidae;Bombus excellens
Quito, Pichincha, EC;-0,164366726;-78,44956414;Apidae;Apis mellifera
Latacunga, Ecuador;-0,754462622;-78,66488771;Apidae;Bombus robustus
Latacunga, Cotopaxi, Ecuador;-0,753746533;-78,66501646;Apidae;Apis mellifera
Las Pizarras, SucumbÃ­os, Ecuador;0,204028803;-77,49785413;Apidae;Bombus transversalis
Stadt Quito, Ecuador;-0,184443368;-78,53869918;Apidae;Bombus funebris
29 de Mayo & Padre Rumi;0,004585236;-78,45747996;Apidae;Apis mellifera
Quito, EC-PI, EC;-0,422410449;-78,40579311;Apidae;Apis mellifera
San Antonio, Ecuador;0,120875;-78,45861814;Apidae;Apis mellifera
Chavezpamba, Ecuador;0,126192;-78,40833281;Apidae;Apis mellifera
Quito, Ecuador;-0,178055556;-78,38333333;Apidae;Apis mellifera
Latacunga, Ecuador;-0,752219827;-78,66563944;Apidae;Bombus funebris
Latacunga, Ecuador;-0,752219827;-78,66563139;Apidae;Bombus funebris
Latacunga, Cotopaxi, Ecuador;-0,751984052;-78,6657982;Apidae;Bombus funebris
PF2C+W94, Quito 170146, Ecuador;-0,297891978;-78,52901921;Apidae;Apis mellifera
Latacunga, Cotopaxi, Ecuador;-0,753588488;-78,66494388;Apidae;Bombus funebris
